EukM6_453667_tax:Aplanochytrium_kerguelense_PBS07	EukM6_453667_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453667_tax:Aplanochytrium_kerguelense_PBS07	EukM6_467634_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453667_tax:Aplanochytrium_kerguelense_PBS07	EukM6_480066_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453667_tax:Aplanochytrium_kerguelense_PBS07	EukM6_503246_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453667_tax:Aplanochytrium_kerguelense_PBS07	EukM6_529067_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_453980_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_453981_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_467943_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_467944_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_467945_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_480282_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_490991_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_503641_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_503642_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_503793_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_527847_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_529684_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_530544_tax:Aplanochytrium_kerguelense_PBS07
EukM6_453979_tax:Aplanochytrium_kerguelense_PBS07	EukM6_536348_tax:Aplanochytrium_kerguelense_PBS07
EukM6_457464_tax:Aplanochytrium_kerguelense_PBS07	EukM6_457464_tax:Aplanochytrium_kerguelense_PBS07
EukM6_457464_tax:Aplanochytrium_kerguelense_PBS07	EukM6_457465_tax:Aplanochytrium_kerguelense_PBS07
EukM6_457464_tax:Aplanochytrium_kerguelense_PBS07	EukM6_457466_tax:Aplanochytrium_kerguelense_PBS07
EukM6_457464_tax:Aplanochytrium_kerguelense_PBS07	EukM6_471392_tax:Aplanochytrium_kerguelense_PBS07
EukM6_457464_tax:Aplanochytrium_kerguelense_PBS07	EukM6_471393_tax:Aplanochytrium_kerguelense_PBS07
