Arc226_9918753	Arc226_9918753
Arc226_9918753	Arc226_11611959
Arc226_9918753	Arc226_12958048
Arc226_9918753	Arc226_1003806
Arc226_9918753	Arc226_1266724
Arc226_9918753	Arc226_2588962
Arc226_9918753	Arc226_2729385
Arc226_9918753	Arc226_3288593
Arc226_9919781	Arc226_9919781
Arc226_9919781	Arc226_478694
Arc226_9919781	Arc226_2589624
Arc226_9922267	Arc226_9922267
Arc226_9922267	Arc226_12829913
Arc226_9923271	Arc226_9923271
Arc226_9926300	Arc226_9926300
Arc226_9926300	Arc226_12012833
Arc226_9926300	Arc226_1503289
Arc226_9926300	Arc226_5277255
Arc226_9926808	Arc226_9926808
Arc226_9930344	Arc226_9930344
Arc226_9930344	Arc226_9814489
Arc226_9930344	Arc226_11616386
Arc226_9930344	Arc226_12519363
Arc226_9930344	Arc226_1078442
Arc226_9930344	Arc226_8079663
Arc226_9930344	Arc226_3179922
Arc226_9930344	Arc226_4727789
Arc226_9930344	Arc226_1883978
Arc226_9930344	Arc226_7258084
Arc226_9930344	Arc226_8446849
Arc226_9930344	Arc226_6756734
Arc226_9935653	Arc226_9935653
Arc226_9935653	Arc226_10454214
Arc226_9935653	Arc226_2725555
Arc226_9935653	Arc226_7110817
Arc226_9935653	Arc226_9525409
Arc226_9936354	Arc226_9936354
Arc226_9936354	Arc226_10178239
Arc226_9936354	Arc226_10904107
Arc226_9936354	Arc226_11298982
Arc226_9936354	Arc226_11359738
Arc226_9936354	Arc226_339821
Arc226_9936354	Arc226_1235728
Arc226_9936354	Arc226_2272312
Arc226_9936354	Arc226_3106326
Arc226_9936354	Arc226_5269298
Arc226_9936354	Arc226_6342856
Arc226_9936354	Arc226_6879240
Arc226_9936354	Arc226_7410981
Arc226_9936354	Arc226_8276269
Arc226_9936354	Arc226_10443434
Arc226_9936354	Arc226_6020258
Arc226_9938472	Arc226_9938472
Arc226_9938472	Arc226_10891672
Arc226_9938472	Arc226_62966
Arc226_9938472	Arc226_1851638
Arc226_9938472	Arc226_3020336
Arc226_9938472	Arc226_3317583
Arc226_9938472	Arc226_6008338
Arc226_9938472	Arc226_6042622
Arc226_9938472	Arc226_9728503
Arc226_9938472	Arc226_4167829
Arc226_9938472	Arc226_6363555
Arc226_9938472	Arc226_10074337
Arc226_9942793	Arc226_9942793
Arc226_9942793	Arc226_1627724
Arc226_9943515	Arc226_9943515
Arc226_9943515	Arc226_1626987
Arc226_9943758	Arc226_9943758
Arc226_9943758	Arc226_1626783
Arc226_9945451	Arc226_9945451
Arc226_9946208	Arc226_9946208
Arc226_9946208	Arc226_2975371
Arc226_9946208	Arc226_4447581
Arc226_9946208	Arc226_5292469
Arc226_9948796	Arc226_9948796
Arc226_9953388	Arc226_9953388
Arc226_9953388	Arc226_211972
Arc226_9955627	Arc226_9955627
Arc226_9955627	Arc226_11362590
Arc226_9955627	Arc226_3455299
Arc226_9955627	Arc226_3531243
Arc226_9955627	Arc226_8611688
Arc226_9956294	Arc226_9956294
Arc226_9958785	Arc226_9958785
Arc226_9959278	Arc226_9959278
Arc226_9959278	Arc226_10002686
Arc226_9959278	Arc226_8362300
Arc226_9960666	Arc226_9960666
Arc226_9960666	Arc226_302070
Arc226_9961694	Arc226_9961694
Arc226_9961694	Arc226_12375275
Arc226_9961694	Arc226_12644985
Arc226_9961694	Arc226_771012
Arc226_9961694	Arc226_2712813
